Age,Gender,Location,Income Level,Occupation,Transaction History,Product Usage,Online Activity,Offline Activity,Interaction History,Lifestyle,Financial Goals,Interests,Email Open Rate,Click Through Rate,App Usage,Social Media Interactions,Product Preference
43,Female,Mumbai,High,Engineer,Rare,Loan,High,Medium,Frequent,Suburban,Luxury Vacation,Finance,0.9955327725695439,0.4083987833272448,Weekly,Active,Loan
64,Female,Mumbai,Medium,Executive,Frequent,Loan,Low,High,Rare,Suburban,Luxury Vacation,Tech,0.9442530684824714,0.8869155059435901,Monthly,Active,Loan
39,Female,Hyderabad,Low,Student,Occasional,Loan,Low,High,Frequent,Urban,Investing,Finance,0.98569712497481,0.9177252129843273,Weekly,Inactive,Loan
64,Male,Jaipur,High,Executive,Occasional,Loan,High,Medium,Occasional,Rural,Investing,Tech,0.01524631578035518,0.4367689311169147,Monthly,Inactive,Loan
47,Male,Jaipur,Medium,Student,Frequent,Loan,Low,Low,Frequent,Rural,Luxury Vacation,Finance,0.7294469784440278,0.24072383536876052,Daily,Inactive,Loan
60,Male,Delhi,Low,Manager,Rare,Loan,High,Medium,Rare,Suburban,Luxury Vacation,Finance,0.27294881017653627,0.647671384433488,Weekly,Inactive,Loan
34,Male,Gujarat,Low,Executive,Rare,Loan,Low,Low,Frequent,Suburban,Luxury Vacation,Sports,0.865617978269137,0.9545843338205157,Weekly,Active,Loan
43,Male,Mumbai,High,Analyst,Frequent,Loan,High,High,Occasional,Urban,Luxury Vacation,Travel,0.8137334906240424,0.6224464595729413,Daily,Inactive,Loan
53,Female,Delhi,High,Software Engineer,Frequent,Loan,High,Low,Occasional,Rural,Saving,Sports,0.4236745758829541,0.9542224384077365,Daily,Active,Loan
18,Male,Mumbai,Low,Analyst,Rare,Credit Card,Low,High,Rare,Urban,Investing,Finance,0.4732606751031575,0.34380796497261457,Monthly,Inactive,Credit Card
25,Male,Delhi,Low,Software Engineer,Rare,Loan,Low,High,Frequent,Urban,Luxury Vacation,Travel,0.2650916689925389,0.915079070799875,Daily,Active,Loan
52,Female,Gujarat,Low,Executive,Frequent,Loan,Medium,High,Rare,Rural,Investing,Finance,0.28880403622030193,0.11256683241659404,Weekly,Inactive,Loan
32,Female,Delhi,Medium,Executive,Occasional,Loan,High,Medium,Rare,Rural,Investing,Sports,0.9811744233604845,0.3588344189376822,Weekly,Active,Loan
64,Male,Mumbai,High,Software Engineer,Rare,Credit Card,High,Low,Rare,Suburban,Saving,Tech,0.8888528886701745,0.4944712344905442,Daily,Active,Credit Card
39,Female,Jaipur,Low,Engineer,Frequent,Credit Card,High,Low,Occasional,Rural,Luxury Vacation,Tech,0.19186897211497478,0.6531103382522919,Daily,Inactive,Credit Card
31,Female,Mumbai,High,Executive,Occasional,Loan,High,Low,Frequent,Urban,Investing,Travel,0.27552467786493295,0.29413924494872645,Daily,Inactive,Loan
43,Female,Hyderabad,High,Engineer,Occasional,Credit Card,Low,High,Occasional,Urban,Saving,Sports,0.10864799306226003,0.9242393004337287,Daily,Inactive,Credit Card
45,Female,Hyderabad,High,Engineer,Occasional,Credit Card,Low,Medium,Occasional,Rural,Luxury Vacation,Sports,0.9888707829796913,0.9034962091941598,Weekly,Active,Credit Card
40,Male,Hyderabad,Low,Software Engineer,Occasional,Loan,Medium,Low,Occasional,Urban,Luxury Vacation,Finance,0.9072098505305477,0.7993366129655624,Monthly,Inactive,Loan
31,Female,Hyderabad,Medium,Engineer,Frequent,Loan,High,Low,Frequent,Rural,Investing,Travel,0.5520979869873974,0.11436252499173216,Weekly,Inactive,Loan
41,Male,Gujarat,Low,Engineer,Rare,Credit Card,Medium,Medium,Occasional,Suburban,Saving,Tech,0.6928931039471257,0.07829095113828477,Weekly,Active,Credit Card
19,Male,Jaipur,High,Manager,Occasional,Credit Card,Medium,Low,Occasional,Suburban,Saving,Sports,0.7479469395906544,0.49813145511934176,Monthly,Active,Credit Card
62,Female,Jaipur,Low,Analyst,Occasional,Loan,Medium,Medium,Occasional,Rural,Saving,Finance,0.20381122746022495,0.765343755695917,Daily,Inactive,Loan
43,Female,Mumbai,Low,Engineer,Frequent,Loan,Medium,Medium,Frequent,Urban,Saving,Travel,0.9346663373311574,0.12323589291126125,Monthly,Active,Loan
31,Female,Delhi,High,Analyst,Occasional,Loan,Medium,Low,Frequent,Rural,Luxury Vacation,Sports,0.5267427137216166,0.6414374669360187,Weekly,Active,Loan
24,Male,Mumbai,High,Engineer,Frequent,Loan,Low,Medium,Rare,Rural,Investing,Sports,0.0924515375004269,0.527855391102307,Daily,Active,Loan
20,Female,Mumbai,Low,Analyst,Frequent,Loan,Low,Medium,Occasional,Suburban,Investing,Tech,0.3970826078336691,0.7259894197343723,Daily,Active,Loan
64,Female,Mumbai,Low,Executive,Rare,Loan,Medium,Low,Occasional,Rural,Saving,Sports,0.6016465561765669,0.4353752261662679,Daily,Active,Loan
40,Female,Mumbai,Low,Executive,Occasional,Credit Card,Low,High,Frequent,Suburban,Saving,Tech,0.35282319146670316,0.693296597220009,Daily,Active,Credit Card
63,Female,Jaipur,Low,Analyst,Rare,Loan,Low,Low,Frequent,Suburban,Saving,Sports,0.6992044277518311,0.15960867148406388,Daily,Inactive,Loan
60,Female,Delhi,Medium,Engineer,Frequent,Loan,Medium,Low,Occasional,Rural,Investing,Finance,0.8820499804079548,0.21459427323162883,Daily,Inactive,Loan
64,Male,Mumbai,Low,Manager,Occasional,Credit Card,Low,High,Rare,Rural,Luxury Vacation,Finance,0.771892124382132,0.9033340638140044,Monthly,Inactive,Credit Card
62,Female,Jaipur,Medium,Analyst,Frequent,Loan,Low,Medium,Rare,Rural,Luxury Vacation,Finance,0.6426580200973039,0.32937507529745635,Daily,Inactive,Loan
35,Female,Mumbai,High,Student,Frequent,Loan,High,Low,Occasional,Rural,Saving,Travel,0.5121574814116652,0.9855058148365508,Monthly,Inactive,Loan
55,Female,Hyderabad,Medium,Manager,Frequent,Credit Card,Medium,High,Rare,Suburban,Luxury Vacation,Travel,0.25446348578791333,0.046204597650093215,Monthly,Inactive,Credit Card
52,Male,Mumbai,High,Student,Occasional,Credit Card,High,High,Rare,Rural,Luxury Vacation,Finance,0.45494616499743323,0.495875814952907,Monthly,Inactive,Credit Card
32,Female,Mumbai,Medium,Analyst,Frequent,Loan,High,Low,Occasional,Suburban,Investing,Finance,0.2929529071381771,0.32498716444635267,Daily,Inactive,Loan
42,Male,Gujarat,High,Engineer,Frequent,Credit Card,Medium,Low,Rare,Suburban,Saving,Finance,0.9340233810897248,0.9959650370509224,Daily,Active,Credit Card
54,Male,Hyderabad,Low,Student,Occasional,Loan,High,High,Frequent,Urban,Luxury Vacation,Tech,0.907311156986661,0.99003475636462,Daily,Inactive,Loan
45,Female,Delhi,Medium,Analyst,Rare,Loan,High,Low,Occasional,Suburban,Saving,Finance,0.15582638330357956,0.23524329185293213,Daily,Inactive,Loan
27,Female,Mumbai,Medium,Manager,Frequent,Credit Card,Low,High,Frequent,Urban,Saving,Travel,0.8226202211942198,0.26725687968213596,Weekly,Active,Credit Card
56,Female,Delhi,High,Engineer,Rare,Loan,High,Low,Occasional,Rural,Luxury Vacation,Tech,0.7029146967557403,0.7496722187170469,Weekly,Active,Loan
34,Male,Hyderabad,High,Student,Rare,Loan,Medium,High,Frequent,Urban,Investing,Finance,0.9752117205606047,0.8896744313942908,Daily,Inactive,Loan
56,Male,Mumbai,Medium,Analyst,Rare,Loan,Low,Low,Rare,Rural,Luxury Vacation,Travel,0.4633065686001786,0.6636969878549185,Weekly,Active,Loan
39,Male,Gujarat,High,Engineer,Rare,Loan,Low,Low,Frequent,Suburban,Investing,Tech,0.7221743714143831,0.8647089550613632,Daily,Inactive,Loan
43,Male,Jaipur,Low,Engineer,Rare,Credit Card,Low,Low,Frequent,Urban,Luxury Vacation,Tech,0.5178839201283764,0.06329245539572814,Daily,Active,Credit Card
61,Male,Gujarat,Medium,Executive,Rare,Credit Card,Medium,Medium,Frequent,Rural,Saving,Travel,0.0694004966923557,0.6405284813965936,Daily,Inactive,Credit Card
42,Male,Gujarat,Low,Engineer,Occasional,Loan,Medium,Low,Frequent,Rural,Investing,Travel,0.0467647497367677,0.7001708891706963,Daily,Active,Loan
34,Female,Jaipur,Medium,Analyst,Occasional,Loan,Medium,High,Frequent,Urban,Investing,Tech,0.12211144287978581,0.19031906306471247,Daily,Active,Loan
30,Female,Jaipur,Low,Manager,Rare,Loan,High,High,Occasional,Urban,Saving,Travel,0.2961910638524169,0.7779702093246055,Daily,Inactive,Loan
37,Male,Jaipur,Medium,Software Engineer,Occasional,Loan,High,Medium,Frequent,Rural,Luxury Vacation,Tech,0.2591131058118753,0.9442651697013559,Daily,Inactive,Loan
42,Female,Mumbai,High,Executive,Occasional,Loan,Low,Medium,Frequent,Rural,Investing,Tech,0.7283266687059001,0.8979664922780658,Monthly,Inactive,Loan
21,Female,Delhi,Medium,Analyst,Rare,Credit Card,Low,Medium,Occasional,Suburban,Luxury Vacation,Tech,0.7159227349221242,0.24496741791333898,Monthly,Inactive,Credit Card
27,Male,Delhi,Low,Analyst,Rare,Credit Card,Medium,Low,Occasional,Rural,Luxury Vacation,Tech,0.9713945798493719,0.32399263797218614,Weekly,Inactive,Credit Card
20,Male,Jaipur,Medium,Analyst,Frequent,Credit Card,Medium,Low,Rare,Urban,Luxury Vacation,Finance,0.31039082544239616,0.49961136894624625,Weekly,Active,Credit Card
58,Female,Gujarat,Low,Student,Occasional,Loan,High,High,Frequent,Rural,Saving,Travel,0.938452083780593,0.15836118428056967,Monthly,Active,Loan
62,Male,Hyderabad,Low,Student,Rare,Loan,High,High,Frequent,Rural,Luxury Vacation,Finance,0.6128506034877351,0.9539531631162755,Monthly,Inactive,Loan
35,Male,Jaipur,Low,Manager,Occasional,Loan,Medium,Low,Rare,Urban,Saving,Finance,0.4953087109901204,0.16159662971082756,Monthly,Active,Loan
64,Female,Gujarat,High,Analyst,Occasional,Credit Card,Medium,High,Frequent,Suburban,Investing,Finance,0.6678413778132158,0.7614229579903359,Weekly,Active,Credit Card
53,Male,Gujarat,Medium,Student,Occasional,Loan,High,Low,Rare,Rural,Luxury Vacation,Finance,0.7027554515855868,0.3414281511709286,Daily,Inactive,Loan
64,Female,Mumbai,Low,Student,Frequent,Credit Card,Low,Medium,Occasional,Urban,Investing,Tech,0.17192902885924144,0.5737207976965968,Weekly,Active,Credit Card
39,Female,Mumbai,High,Student,Rare,Loan,Low,Low,Frequent,Urban,Luxury Vacation,Tech,0.7517155035352574,0.047173824394361574,Daily,Inactive,Loan
51,Female,Delhi,Low,Manager,Occasional,Loan,High,Low,Frequent,Urban,Investing,Tech,0.7251727644669765,0.20501185753732387,Daily,Active,Loan
64,Female,Delhi,Medium,Manager,Rare,Loan,High,Low,Occasional,Urban,Saving,Sports,0.9975322839487789,0.4443912383212123,Weekly,Inactive,Loan
25,Female,Hyderabad,High,Analyst,Occasional,Loan,Low,High,Frequent,Suburban,Investing,Tech,0.9119477806724755,0.6771912172405029,Daily,Active,Loan
57,Male,Hyderabad,Low,Executive,Rare,Credit Card,High,Low,Occasional,Urban,Investing,Finance,0.6846602316842915,0.7775619262108797,Weekly,Active,Credit Card
61,Male,Hyderabad,Low,Analyst,Rare,Loan,Low,Low,Occasional,Rural,Luxury Vacation,Sports,0.7123637130966528,0.030140517763302288,Monthly,Inactive,Loan
36,Male,Hyderabad,Low,Student,Rare,Loan,Low,Low,Rare,Suburban,Luxury Vacation,Sports,0.9459856338345852,0.15249021607878965,Monthly,Inactive,Loan
59,Male,Gujarat,Medium,Software Engineer,Occasional,Credit Card,High,Medium,Occasional,Urban,Luxury Vacation,Sports,0.9671782729841749,0.7297917386892537,Weekly,Active,Credit Card
58,Female,Gujarat,High,Student,Frequent,Credit Card,Medium,Low,Rare,Rural,Luxury Vacation,Tech,0.8269651972151274,0.8130554258120163,Weekly,Inactive,Credit Card
54,Female,Delhi,High,Engineer,Rare,Credit Card,Medium,Low,Occasional,Suburban,Saving,Finance,0.7673935455071609,0.23657152728578612,Weekly,Active,Credit Card
23,Male,Mumbai,High,Software Engineer,Frequent,Loan,Medium,Low,Rare,Rural,Investing,Tech,0.11136582336489109,0.22965304700608058,Weekly,Inactive,Loan
43,Female,Mumbai,Low,Software Engineer,Rare,Loan,Medium,High,Rare,Suburban,Investing,Travel,0.8303221914806358,0.08802943947316588,Daily,Inactive,Loan
51,Male,Jaipur,High,Analyst,Frequent,Loan,Medium,Medium,Rare,Urban,Saving,Sports,0.2531956784557905,0.15029397559700675,Monthly,Active,Loan
62,Male,Gujarat,Low,Student,Rare,Loan,Medium,Medium,Rare,Rural,Investing,Travel,0.5637842960192129,0.008015891882246162,Weekly,Active,Loan
23,Male,Hyderabad,Medium,Student,Frequent,Credit Card,Medium,Low,Frequent,Urban,Luxury Vacation,Sports,0.4053724704378353,0.5898312397778944,Weekly,Active,Credit Card
54,Female,Hyderabad,High,Executive,Rare,Credit Card,High,Low,Occasional,Suburban,Luxury Vacation,Sports,0.345607300637241,0.9038913440894318,Monthly,Active,Credit Card
50,Female,Jaipur,Low,Engineer,Rare,Credit Card,High,High,Occasional,Urban,Luxury Vacation,Travel,0.31025000146706005,0.14957609953817885,Weekly,Active,Credit Card
39,Female,Mumbai,High,Analyst,Frequent,Credit Card,Medium,Low,Occasional,Urban,Investing,Travel,0.8554270806574897,0.7514436634410435,Monthly,Inactive,Credit Card
38,Female,Hyderabad,High,Manager,Rare,Credit Card,High,High,Occasional,Rural,Saving,Tech,0.7691361206718442,0.5736586863224966,Monthly,Active,Credit Card
23,Male,Mumbai,Medium,Analyst,Occasional,Loan,Low,Low,Rare,Urban,Saving,Travel,0.5234487524087015,0.9399218926131723,Weekly,Inactive,Loan
23,Female,Jaipur,High,Software Engineer,Rare,Loan,Medium,High,Frequent,Urban,Investing,Travel,0.6644804938644568,0.798122522470258,Daily,Inactive,Loan
21,Female,Mumbai,Medium,Analyst,Rare,Loan,Low,Medium,Occasional,Urban,Saving,Finance,0.984527950344009,0.8527290227591285,Weekly,Inactive,Loan
47,Female,Mumbai,High,Executive,Occasional,Credit Card,High,Low,Occasional,Suburban,Saving,Travel,0.3975351357779431,0.6391421523725668,Daily,Inactive,Credit Card
28,Male,Mumbai,High,Analyst,Occasional,Credit Card,Medium,High,Occasional,Rural,Luxury Vacation,Tech,0.551100606009575,0.8113361195358699,Weekly,Inactive,Credit Card
47,Male,Hyderabad,High,Executive,Occasional,Loan,Low,High,Rare,Rural,Investing,Sports,0.5335237125744854,0.3508695034798609,Daily,Inactive,Loan
48,Female,Delhi,High,Software Engineer,Frequent,Loan,High,Low,Occasional,Urban,Saving,Sports,0.9359723751517351,0.2090175948372197,Monthly,Active,Loan
41,Female,Gujarat,High,Executive,Occasional,Loan,Medium,High,Occasional,Rural,Investing,Finance,0.35156241761085916,0.9125199712329644,Monthly,Active,Loan
26,Female,Mumbai,High,Student,Frequent,Loan,Medium,Low,Frequent,Suburban,Luxury Vacation,Tech,0.9862547502177453,0.7343358780724205,Weekly,Inactive,Loan
20,Female,Mumbai,Medium,Manager,Occasional,Loan,Low,Low,Rare,Suburban,Luxury Vacation,Sports,0.3046976135731849,0.0907028969380902,Weekly,Active,Loan
48,Male,Mumbai,Medium,Software Engineer,Frequent,Loan,Low,High,Frequent,Urban,Saving,Finance,0.10890703532403212,0.8669095277514538,Daily,Active,Loan
57,Female,Delhi,Low,Executive,Occasional,Credit Card,Low,High,Occasional,Urban,Investing,Sports,0.19137354524205608,0.3489039399784726,Daily,Active,Credit Card
54,Female,Jaipur,High,Engineer,Occasional,Loan,High,High,Rare,Suburban,Investing,Tech,0.4262213418642181,0.29827779054177683,Daily,Active,Loan
53,Female,Hyderabad,Medium,Software Engineer,Rare,Credit Card,Low,Medium,Occasional,Suburban,Luxury Vacation,Travel,0.6497559498332474,0.6233135672863879,Daily,Active,Credit Card
41,Male,Delhi,High,Engineer,Occasional,Loan,Low,Low,Occasional,Suburban,Luxury Vacation,Finance,0.5168252200240195,0.5685986361064636,Daily,Inactive,Loan
48,Male,Mumbai,High,Manager,Rare,Credit Card,Low,Low,Rare,Urban,Luxury Vacation,Travel,0.3762781765744445,0.5382567211654883,Weekly,Active,Credit Card
23,Female,Delhi,Medium,Executive,Occasional,Credit Card,Medium,Medium,Frequent,Suburban,Saving,Tech,0.5620332657067757,0.2548771834020269,Monthly,Inactive,Credit Card
19,Female,Delhi,High,Software Engineer,Occasional,Credit Card,Low,Medium,Rare,Urban,Investing,Tech,0.8388062763146682,0.9597737512562198,Daily,Inactive,Credit Card
37,Female,Delhi,Medium,Software Engineer,Rare,Loan,Low,High,Rare,Suburban,Saving,Sports,0.8389310276384797,0.9501209238295332,Monthly,Active,Loan
45,Female,Jaipur,Medium,Manager,Rare,Loan,High,Low,Frequent,Suburban,Investing,Sports,0.7262278881822307,0.004162189922499837,Monthly,Inactive,Loan
28,Female,Gujarat,Low,Student,Frequent,Loan,High,Medium,Rare,Rural,Luxury Vacation,Finance,0.9524484582433425,0.3378276291677085,Weekly,Inactive,Loan
21,Male,Hyderabad,Low,Engineer,Rare,Loan,Low,Medium,Frequent,Suburban,Saving,Sports,0.5902046674378381,0.04554866406204672,Daily,Active,Loan
32,Male,Jaipur,Low,Software Engineer,Frequent,Credit Card,High,Low,Frequent,Urban,Saving,Sports,0.007657637654089,0.8502487663099076,Daily,Inactive,Credit Card
23,Male,Jaipur,Low,Analyst,Occasional,Loan,High,Low,Rare,Suburban,Saving,Tech,0.29092963281215767,0.8865182382966168,Daily,Active,Loan
47,Female,Gujarat,High,Engineer,Rare,Loan,High,Low,Rare,Rural,Luxury Vacation,Tech,0.3282227044901007,0.5182982836862439,Daily,Inactive,Loan
55,Male,Jaipur,High,Executive,Rare,Loan,Medium,High,Frequent,Suburban,Saving,Finance,0.5473260773033678,0.8396780344607154,Weekly,Active,Loan
19,Male,Delhi,Low,Manager,Occasional,Credit Card,Low,Medium,Frequent,Suburban,Saving,Travel,0.9048894713874821,0.7033603158537919,Weekly,Active,Credit Card
32,Male,Delhi,Medium,Engineer,Occasional,Credit Card,Low,High,Frequent,Suburban,Luxury Vacation,Finance,0.8381149635430941,0.49957394292842416,Daily,Inactive,Credit Card
28,Female,Mumbai,Medium,Analyst,Occasional,Loan,Low,Low,Frequent,Urban,Investing,Tech,0.23217298530830788,0.36381139898902737,Daily,Inactive,Loan
25,Female,Jaipur,Medium,Analyst,Occasional,Loan,High,Low,Frequent,Suburban,Saving,Tech,0.5193902359440692,0.2662250253265598,Monthly,Inactive,Loan
43,Male,Mumbai,Medium,Manager,Rare,Loan,High,Medium,Rare,Suburban,Luxury Vacation,Finance,0.6591486354289616,0.25942913742305196,Monthly,Inactive,Loan
62,Female,Hyderabad,High,Manager,Occasional,Loan,High,High,Occasional,Suburban,Saving,Finance,0.9875115406311474,0.5620643842375914,Daily,Active,Loan
61,Male,Delhi,Medium,Engineer,Occasional,Credit Card,Medium,High,Rare,Rural,Saving,Travel,0.03130281936030799,0.16680882649034567,Daily,Active,Credit Card
22,Male,Hyderabad,Medium,Executive,Rare,Loan,High,High,Occasional,Urban,Investing,Tech,0.4638773167703196,0.17479187617295588,Monthly,Inactive,Loan
23,Male,Gujarat,Low,Student,Frequent,Loan,Medium,Low,Frequent,Urban,Luxury Vacation,Sports,0.9881086540077202,0.010393340327031653,Monthly,Active,Loan
43,Male,Delhi,Medium,Analyst,Rare,Credit Card,Low,Medium,Rare,Rural,Investing,Tech,0.977205797028095,0.6133280595591237,Daily,Inactive,Credit Card
21,Female,Hyderabad,High,Manager,Frequent,Loan,High,High,Occasional,Urban,Investing,Sports,0.33072651759762917,0.9943441856600521,Monthly,Inactive,Loan
36,Female,Gujarat,Medium,Student,Occasional,Loan,Medium,Low,Frequent,Rural,Luxury Vacation,Sports,1.6736257934746313e-05,0.8892193754279236,Weekly,Active,Loan
37,Female,Hyderabad,Medium,Student,Rare,Loan,Medium,Low,Rare,Suburban,Investing,Sports,0.5867345849523341,0.7056898044271013,Monthly,Inactive,Loan
50,Female,Gujarat,High,Student,Occasional,Credit Card,High,High,Occasional,Urban,Saving,Travel,0.8669388507928906,0.785525297766573,Daily,Active,Credit Card
37,Male,Gujarat,Low,Executive,Rare,Credit Card,Medium,Medium,Rare,Suburban,Luxury Vacation,Finance,0.3242972241778892,0.416852716263746,Weekly,Active,Credit Card
29,Female,Delhi,High,Manager,Frequent,Loan,High,Medium,Occasional,Suburban,Luxury Vacation,Sports,0.9342699648337701,0.29807955491606886,Weekly,Active,Loan
64,Male,Mumbai,Low,Analyst,Rare,Loan,Medium,High,Rare,Urban,Saving,Finance,0.332702437111263,0.36862828188468355,Monthly,Active,Loan
18,Female,Gujarat,Medium,Manager,Occasional,Credit Card,Low,Low,Rare,Suburban,Saving,Sports,0.6102013199725691,0.08142208173004839,Daily,Active,Credit Card
43,Female,Gujarat,Low,Engineer,Rare,Credit Card,Low,Low,Occasional,Suburban,Saving,Travel,0.722046073181635,0.6337951980296325,Monthly,Active,Credit Card
31,Female,Delhi,Low,Analyst,Occasional,Credit Card,Low,High,Rare,Rural,Investing,Sports,0.3454157644953617,0.17486502221267386,Monthly,Active,Credit Card
55,Male,Mumbai,Low,Manager,Rare,Loan,High,Low,Rare,Urban,Investing,Finance,0.35220641201928005,0.7628782111600385,Monthly,Inactive,Loan
54,Male,Jaipur,Medium,Analyst,Frequent,Credit Card,Low,Low,Frequent,Suburban,Investing,Travel,0.46999482968377404,0.1899764622638127,Weekly,Active,Credit Card
28,Male,Jaipur,Low,Engineer,Rare,Credit Card,Low,High,Occasional,Rural,Investing,Finance,0.835223428104575,0.22812402526733655,Monthly,Inactive,Credit Card
53,Male,Mumbai,Low,Software Engineer,Rare,Credit Card,Low,Low,Rare,Urban,Investing,Finance,0.10085076756222844,0.957305639376168,Monthly,Active,Credit Card
30,Female,Hyderabad,Medium,Analyst,Rare,Loan,High,High,Occasional,Suburban,Investing,Finance,0.6314793853987916,0.10539591202372756,Monthly,Inactive,Loan
60,Male,Delhi,High,Software Engineer,Rare,Credit Card,Medium,High,Rare,Suburban,Luxury Vacation,Sports,0.67734792930926,0.49884253924602984,Monthly,Active,Credit Card
20,Male,Mumbai,High,Student,Frequent,Loan,High,High,Occasional,Suburban,Luxury Vacation,Travel,0.5578727599891367,0.0626865074015972,Daily,Active,Loan
50,Female,Jaipur,High,Executive,Occasional,Loan,High,Low,Occasional,Suburban,Luxury Vacation,Travel,0.9358383873756226,0.09039099208220636,Daily,Active,Loan
23,Female,Gujarat,Medium,Engineer,Rare,Loan,Low,High,Frequent,Suburban,Luxury Vacation,Travel,0.6019907169345468,0.633500362138427,Daily,Inactive,Loan
27,Male,Jaipur,Medium,Analyst,Rare,Loan,Medium,Low,Frequent,Urban,Luxury Vacation,Tech,0.6345767510770375,0.6307272630585855,Weekly,Inactive,Loan
22,Female,Gujarat,High,Engineer,Rare,Credit Card,Low,High,Occasional,Urban,Luxury Vacation,Tech,0.5997600279148402,0.19312028132415915,Daily,Active,Credit Card
40,Male,Delhi,Low,Student,Frequent,Loan,Low,Medium,Rare,Rural,Investing,Travel,0.722018774928167,0.8724865152583926,Monthly,Inactive,Loan
27,Female,Gujarat,High,Software Engineer,Occasional,Loan,High,Low,Occasional,Rural,Luxury Vacation,Sports,0.13540941565389453,0.7021869956829774,Monthly,Active,Loan
61,Male,Mumbai,Medium,Executive,Occasional,Loan,High,Low,Rare,Rural,Saving,Tech,0.894276323524307,0.3006105828711646,Daily,Inactive,Loan
19,Male,Gujarat,Low,Engineer,Rare,Credit Card,High,Low,Occasional,Urban,Luxury Vacation,Sports,0.04249232291905325,0.24838655800892817,Weekly,Inactive,Credit Card
30,Male,Hyderabad,Low,Software Engineer,Rare,Credit Card,Low,Medium,Frequent,Urban,Saving,Sports,0.6407439600539823,0.7542852531308287,Weekly,Active,Credit Card
57,Male,Mumbai,Medium,Student,Occasional,Credit Card,Medium,High,Frequent,Urban,Saving,Tech,0.615480932203108,0.7336239241326038,Weekly,Active,Credit Card
19,Male,Delhi,Low,Student,Rare,Credit Card,Medium,Medium,Rare,Suburban,Luxury Vacation,Finance,0.20812112742665345,0.1488319115314377,Monthly,Inactive,Credit Card
37,Female,Mumbai,High,Student,Rare,Loan,Low,High,Occasional,Urban,Investing,Finance,0.040710973684136564,0.3491878486702683,Daily,Inactive,Loan
18,Male,Hyderabad,Medium,Software Engineer,Rare,Loan,Medium,High,Rare,Urban,Investing,Finance,0.1388353970481091,0.21667724665844068,Weekly,Inactive,Loan
54,Male,Delhi,Medium,Analyst,Frequent,Loan,Low,High,Frequent,Suburban,Saving,Tech,0.2716720549512216,0.29414419608587317,Monthly,Active,Loan
26,Male,Jaipur,Medium,Manager,Frequent,Credit Card,Medium,High,Occasional,Rural,Investing,Sports,0.8821056905590439,0.28756396249487226,Weekly,Inactive,Credit Card
34,Male,Hyderabad,Medium,Engineer,Occasional,Credit Card,Low,High,Frequent,Rural,Saving,Tech,0.8557344041799902,0.976023699963297,Weekly,Active,Credit Card
26,Male,Delhi,Low,Manager,Frequent,Credit Card,Medium,Medium,Frequent,Rural,Investing,Travel,0.0638555742660517,0.7502113731105685,Daily,Inactive,Credit Card
28,Female,Gujarat,Medium,Student,Frequent,Loan,High,Low,Occasional,Suburban,Investing,Sports,0.28926800803068486,0.7800520489358751,Monthly,Inactive,Loan
32,Female,Mumbai,Medium,Manager,Occasional,Loan,High,Medium,Rare,Suburban,Investing,Tech,0.8893162432490538,0.27742316526562116,Weekly,Active,Loan
41,Male,Delhi,Low,Software Engineer,Frequent,Loan,High,Low,Occasional,Suburban,Investing,Sports,0.23665902844462028,0.0005270850463684473,Monthly,Active,Loan
55,Female,Mumbai,Medium,Student,Occasional,Credit Card,High,Low,Frequent,Urban,Luxury Vacation,Tech,0.9959653038208868,0.0581570049219895,Weekly,Active,Credit Card
52,Male,Gujarat,Low,Student,Rare,Credit Card,Low,Low,Frequent,Rural,Luxury Vacation,Travel,0.25684019578730655,0.5529997666567957,Daily,Inactive,Credit Card
47,Female,Delhi,Low,Executive,Occasional,Loan,Medium,Medium,Frequent,Suburban,Luxury Vacation,Travel,0.7391132566709997,0.28548113889838644,Weekly,Inactive,Loan
48,Female,Jaipur,Medium,Executive,Occasional,Credit Card,Low,High,Frequent,Suburban,Saving,Travel,0.41705917357139355,0.19295460064818837,Daily,Inactive,Credit Card
22,Male,Hyderabad,High,Software Engineer,Occasional,Loan,High,High,Rare,Rural,Luxury Vacation,Finance,0.13624455204452457,0.04964092161631872,Weekly,Active,Loan
61,Female,Delhi,Medium,Software Engineer,Rare,Loan,Medium,Low,Occasional,Rural,Luxury Vacation,Travel,0.25515461332880385,0.8758817394297378,Daily,Active,Loan
31,Female,Gujarat,High,Manager,Rare,Credit Card,Low,High,Occasional,Urban,Luxury Vacation,Finance,0.6751180756214514,0.6001273470579759,Weekly,Active,Credit Card
28,Male,Delhi,Low,Engineer,Rare,Loan,High,High,Rare,Rural,Investing,Sports,0.33705640203645004,0.10737321444825731,Weekly,Inactive,Loan
26,Male,Mumbai,High,Manager,Occasional,Loan,Medium,Medium,Rare,Suburban,Investing,Sports,0.6041282206004783,0.7664040160965936,Weekly,Inactive,Loan
51,Female,Delhi,Medium,Software Engineer,Occasional,Loan,Medium,High,Frequent,Urban,Investing,Sports,0.20553104276895962,0.755825591076799,Monthly,Inactive,Loan
29,Female,Jaipur,Medium,Engineer,Occasional,Loan,High,High,Occasional,Rural,Investing,Tech,0.4485809721828008,0.28940364101525584,Monthly,Active,Loan
52,Female,Delhi,High,Manager,Occasional,Loan,High,Medium,Occasional,Urban,Investing,Tech,0.5122457802842255,0.1884268915567444,Weekly,Inactive,Loan
